machine; formula_tape; num_steps_until_formula_tape; num_macro_steps_until_special_case
1RB0LC_0RC0RA_1LD1LA_0LA0LE_---0LB; .<A01001(0100101001).; 179; 62
1RB0LC_0RC0RA_1LD1LA_0LA0LE_---1LD; .<A01001(0100101001).; 159; 56
1RB0LC_0RC0RA_1LD1LA_0LA1LE_---0RA; .<A01001(0100101001).; 179; 62
1RB0LC_0RC0RA_1LD1LA_1LB0LE_1LA---; .<A101001(010101010101).; 244; 82
1RB0LC_0RC0RA_1LD1LA_1LB0LE_1LB---; .1010110(110)(1010)A>.; 147; 53
1RB0LC_0RC0RA_1LD1LA_1LB1LE_1RA---; .<A101001(010101010101).; 258; 88
1RB0LC_0RC0RA_1LD1LE_0LA1LB_1RB---; .<A01001(0100101001).; 179; 62
1RB0LC_0RC0RB_0RD0LE_1LD0LA_1RA---; .11(11)0111000(0)B>.; 89; 27
1RB0LC_0RC0RB_1RD0LD_1LA0RE_---1RB; .<A10011(10011).; 72; 26
1RB0LC_0RC0RB_1LD0RE_0LE---_1LA0LC; .<A1010010010(010)101(0101).; 140; 48
1RB0LC_0RC0RB_1LD0RE_0LE---_1LA1LE; .<A1101(010101010101).; 178; 60
1RB0LC_0RC0RB_1LD1RD_0RA0LE_1LA---; .<A1010(01010).; 60; 22
1RB0LC_0RC0RC_1RD1LA_1LA1RE_---1RA; .<A1011(01011).; 63; 23
1RB0LC_0RC0RC_1LD0RE_1LA---_1RC0RA; .<A11011(011011).; 57; 21
1RB0LC_0RC0RD_0LD0RA_1LA1LE_0LA---; .<A10010(010010010).; 145; 55
1RB0LC_0RC0RD_0LD1LE_1LA0RA_---0LC; .<A10010(10010).; 63; 23
1RB0LC_0RC0RD_1LA0RE_1LD0LA_---1RB; .<A10011(011011).; 100; 37
1RB0LC_0RC0RD_1LA0LB_1RE---_1LA0RA; .<A101010101(0101).; 85; 26
1RB0LC_0RC0RD_1LA1RE_1RE---_1LA1RB; .<A101(011011)101.; 90; 32
1RB0LC_0RC0RD_1LA1RE_1LB---_1LA1RB; .<A101(011011)101.; 104; 38
1RB0LC_0RC0RD_1LA1LE_1RE---_1RC0RA; .<A10(10101010101010101010)01001.; 666; 214
1RB0LC_0RC0RD_1LC1LA_---0RE_0RB1RE; .1(1)0010(00110)B>.; 90; 34
1RB0LC_0RC0RD_1LD---_1LE0RA_1LA0LD; .<A11011(011011).; 57; 21
1RB0LC_0RC0RD_1LD0RB_0LA0LE_0LD---; .<A000100(00)1001(0011).; 130; 48
1RB0LC_0RC0RD_1LD0RB_0LA0LE_1LC---; .<A01101(101)001001(1).; 103; 34
1RB0LC_0RC0RD_1LD1LA_0RA1LE_0LA---; .<A0110(010010).; 108; 41
1RB0LC_0RC0RE_0LD---_1LA1RD_0RD0RA; .<A10010(10010).; 63; 23
1RB0LC_0RC0RE_1RD0LD_1LA---_0RA1RB; .<A10011(10011).; 72; 26
1RB0LC_0RC0RE_1LD---_1RD0LE_0RA1LA; .<A10010(010010).; 81; 29
1RB0LC_0RC0RE_1LD---_1LA0LD_1RB0RD; .<A1101(010101010101)1.; 199; 64
1RB0LC_0RC0RE_1LD0RA_1LA0LC_---1RB; .<A110101101011(01011).; 113; 33
1RB0LC_0RC0RE_1LD0RD_1LA1LD_---1RB; .<A11011(11011).; 63; 23
1RB0LC_0RC0RE_1LD0LD_1RC1LA_0RA---; .<A10010(010010).; 81; 29
1RB0LC_0RC0RE_1LD0LE_1RC---_0RA1LA; .<A10010(010010).; 81; 29
1RB0LC_0RC0RE_1LD1RE_0LA0RA_0RA---; .<A01001(0001001).; 69; 25
1RB0LC_0RC0RE_1LD1LA_1RA---_0RA---; .<A10010(010010).; 81; 29
1RB0LC_0RC0RE_1LD1LA_1RE---_0RA0LC; .<A10010(010010).; 81; 29
1RB0LC_0RC0RE_1LD1LA_1LA1LD_---1RB; .<A11011(11011).; 57; 21
1RB0LC_0RC0LC_1RD0RA_1LE---_0LA0LD; .<A010101(01010101).; 93; 32
1RB0LC_0RC0LC_1LD0RE_0LE---_1RA1LC; .10010(010010)1A>.; 121; 43
1RB0LC_0RC0LD_0RD0RA_1LA1LE_0LA---; .<A010010(010010).; 105; 37
1RB0LC_0RC0LD_1RD0RA_1LE---_0LA0RB; .<A010010(010010).; 105; 37
1RB0LC_0RC0LD_1RD1RE_1LA1LB_1RB---; .<A101001001001(001001).; 232; 68
1RB0LC_0RC0LD_1RD1RE_1LB0LD_1RA---; .01110111(011101110111)A>.; 306; 101
1RB0LC_0RC0LD_1LB1RC_0LA1RE_0RD---; .<A001001(0001001).; 117; 41
1RB0LC_0RC0LE_0RD0RA_1LA---_0LA1LE; .<A010010(010010).; 105; 37
1RB0LC_0RC0LE_0RD1RA_1LE---_1LA1LB; .<A101001001001(001001).; 216; 64
1RB0LC_0RC0LE_1RD1RA_1RE---_1LB0LE; .01101101101101(101101)A>.; 169; 45
1RB0LC_0RC0LE_1RD1RA_1LA---_1LA1LB; .<A101001001001(001001).; 232; 68
1RB0LC_0RC1RA_1RD1LA_0RE---_1LE1RC; .<A10101010(10101010).; 159; 55
1RB0LC_0RC1RA_1RD1LA_1RE---_1LC0LA; .<A10101010(101010)01.; 133; 39
1RB0LC_0RC1RA_1RD1LD_1LE0LE_---1LA; .<A1010(1010).; 57; 21
1RB0LC_0RC1RA_1RD1LE_1LD1LA_---0LD; .<A1010(1010).; 57; 21
1RB0LC_0RC1RA_1LD0RA_1LA0LE_0LB---; .<A110101101011(01011).; 153; 45
1RB0LC_0RC1RA_1LD0RA_1LA0LE_1LD---; .<A110101101011(01011).; 133; 39
1RB0LC_0RC1RA_1LD0RA_1LA1LE_0RA---; .<A110101101011(01011).; 153; 45
1RB0LC_0RC1RB_1LD0RB_0LA0LE_0LA---; .<A001001001(001001001).; 225; 77
1RB0LC_0RC1RB_1LD0RB_0LA0LE_0LD---; .<A000100(00)1001(0011).; 120; 44
1RB0LC_0RC1RB_1LD0RB_0LA0LE_1LC---; .<A01101(101)001001(1).; 91; 30
1RB0LC_0RC1RB_1LD0RB_1LE---_0LA0RA; .10(10)01(11)00B>.; 83; 32
1RB0LC_0RC1RB_1LD0RB_1LE---_0LA0LB; .10(10)0111(11)B>.; 83; 32
1RB0LC_0RC1RB_1LD0RC_1LE---_1LA0LA; .<A011(011011011011).; 265; 90
1RB0LC_0RC1RB_1LD0RE_1RC1LA_1LC---; .<A111111(111111).; 93; 33
1RB0LC_0RC1RB_1LD1RB_0RD0LE_1LA---; .<A10010(1010).; 73; 29
1RB0LC_0RC1RB_1LD1LC_1LA0RE_---1RD; .<A111(1)011011(11).; 82; 27
1RB0LC_0RC1RC_1RD1LA_1LC0RE_---0RA; .<A11101(110101101).; 152; 55
1RB0LC_0RC1RC_1LD0RA_0RB0LE_0LA---; .<A001001(0001001).; 105; 37
1RB0LC_0RC1RC_1LD0RA_1RB0LE_---0LA; .<A001001(0001001).; 105; 37
1RB0LC_0RC1RC_1LD0RD_1RB0LE_---0LA; .<A001001(0001001).; 105; 37
1RB0LC_0RC1RD_1LA1LC_0LA1RE_---0RA; .<A1110(1110)0.; 54; 20
1RB0LC_0RC1RD_1LD0RB_0RA1LE_0LA---; .<A0110(00110).; 60; 22
1RB0LC_0RC1RD_1LD0LC_1LA0RE_0RA---; .<A110(011001100110)11.; 201; 67
1RB0LC_0RC1RE_0LD---_1RC1LA_1LB0RA; .<A10010(010010).; 81; 29
1RB0LC_0RC1RE_1RD0RA_1LE---_0LA0LD; .<A010101(01010101).; 101; 34
1RB0LC_0RC1RE_1LC0LD_1LA0RB_0RA---; .<A10(010010)11.; 74; 30
1RB0LC_0RC1RE_1LD---_1LE1LA_0RB0RA; .01(11)011010(1010)A>.; 96; 34
1RB0LC_0RC1RE_1LD0RA_1LA0LC_---0LC; .<A110101101011(01011).; 133; 39
1RB0LC_0RC1RE_1LD0LC_1LA---_0RA0RE; .<A110(011001100110)11.; 201; 67
1RB0LC_0RC1RE_1LD1RB_1LA1LA_---1RD; .<A11011(011011).; 81; 29
1RB0LC_0RC1LA_0LD0RE_1LE---_1RA0LB; .01100011(00011)B>.; 129; 38
1RB0LC_0RC1LC_1LD0RE_0LA---_1RA0RA; .<A01001(001001).; 63; 23
1RB0LC_0RC1LD_0LD1RE_1LA0LA_0RB---; .<A000100(100)010(10).; 105; 37
1RB0LC_0RC1LD_1LA0RE_0LA1LD_---0RA; .<A100110(100110).; 120; 42
1RB0LC_0RC1LD_1LB1RD_0LA1RE_0RA---; .<A01100(01100).; 66; 24
1RB0LC_0RC1LE_1LB1RD_1RC0RC_---1LA; .<B10111(0111)1.; 68; 25
1RB0LC_0RC1LE_1LD0RA_0LB---_0LA1RC; .<A0101(00101).; 54; 20
1RB0LC_0LA---_1LD1LB_1RE0RD_0RB1RC; .<A0100100(100100).; 126; 44
1RB0LC_0LA---_1LD1LB_1RE0RD_0LC1RC; .<A010010(010010).; 114; 40
1RB0LC_0LA---_1LD1LB_1RE0RD_1RB1RC; .<A0100100(100100).; 120; 42
1RB0LC_0LA0RC_1LD1LB_1RE---_1RB0RD; .<A0100100100(100100).; 148; 48
1RB0LC_0LA1RC_1LD0RE_1RE---_1LB1RD; .<A0101010101(010101).; 179; 57
1RB0LC_0LB0RC_1LD0RE_1LA0LE_0RD---; .<A11(011011).; 55; 17
1RB0LC_0LB1RC_0RD1LD_1LE0RA_0LA---; .<A01(10011001)011001(10011001).; 524; 184
1RB0LC_0LB1RC_1LA1RD_0RE---_0RA1RE; .<A1010101010101(010101).; 220; 64
1RB0LC_0LC---_1LE0RD_1RC0RA_0LA1LB; .<A01011(001011).; 69; 25
1RB0LC_0LC---_1LE1RD_0RC1RA_0LA1LE; .<A01001(11100111110011).; 325; 118
1RB0LC_0LC0RA_1LA1LD_0LE---_1RA1LB; .<A10010(10101010).; 159; 60
1RB0LC_0LC0RC_1LE0RD_0RE---_1LA0LD; .<A11011(011011).; 82; 27
1RB0LC_0LC0RE_1LD1RD_1LA---_0RC0RA; .<A1101(101101101101101101).; 395; 130
1RB0LC_0LC1RC_1LE0RD_0RE---_1LA0LA; .<A11001(001001).; 74; 25
1RB0LC_0LC1LC_1RD1LB_1RA0RE_---0RC; .1001(001001)1A>.; 92; 31
1RB0LC_1RC---_0RD0LD_1LE0RA_0LA1RD; .1011101100(1100)A>.; 101; 24
1RB0LC_1RC---_0LD0RC_1RE1LE_0RA1LC; .10110101101011010(11010)A>.; 273; 63
1RB0LC_1RC---_0LD0RE_0LA1LC_1RA0RB; .<A0010(00010).; 75; 27
1RB0LC_1RC---_0LD0RE_0LA1LD_0RA1RE; .<A0110(00110).; 48; 18
1RB0LC_1RC---_0LD1RD_1LE1LA_0LA0RE; .<A010010(010010).; 84; 30
1RB0LC_1RC---_1RD0RE_1LD0LA_1RC0RB; .1101(1101)01(01)C>.; 146; 58
1RB0LC_1RC---_1LA0LD_0LE0LD_1RE0RB; .<D0000(0)101(0).; 65; 24
1RB0LC_1RC---_1LD0RA_0LE0RE_0LA0RC; .<A0010001(00010001).; 96; 34
1RB0LC_1RC---_1LD0RA_1LB0LE_0LD0LC; .10110110110110110110(110110)A>.; 229; 55
1RB0LC_1RC---_1LD0RA_1LE0LD_0LA0LA; .<A01001(001001).; 57; 21
1RB0LC_1RC---_1LD0RE_0LA1LA_1RC0RA; .<A01011(001011).; 57; 21
1RB0LC_1RC---_1LD0RE_0LA1LE_1RE0RA; .<A0101(00101).; 60; 22
1RB0LC_1RC---_1LD0RE_0LB0LA_0LC0RB; .<A0110010010010(010010).; 166; 54
1RB0LC_1RC---_1LD0RE_0LB0LA_1RB0RB; .<A011001(001001001).; 112; 38
1RB0LC_1RC---_1LD0RE_0LB0LA_1RB0LB; .<A011001(001001).; 84; 33
1RB0LC_1RC---_1LD0RE_0LB0LA_1RB1LB; .<A011001(001001001).; 144; 53
1RB0LC_1RC---_1LD0RE_1LB0LA_0LC0RB; .<A010010010(010010).; 160; 56
1RB0LC_1RC---_1LD0RE_1LB0LA_1RB0RB; .<A01001001001(001001001001).; 300; 104
1RB0LC_1RC---_1LD0LE_1LE1LD_1RA0RE; .1111(111111111111)01A>.; 425; 173
1RB0LC_1RC---_1LD1RE_0LB0LA_0LE0RA; .<A011001(001001001).; 172; 61
1RB0LC_1RC---_1LD1RE_0LB0LA_1RC0RA; .<A011001(1001100110011001).; 422; 140
1RB0LC_1RC---_1LD1RE_0LE0LA_1RC0RA; .<A011001(1001100110011001).; 422; 140
1RB0LC_1RC0RA_1LA0LD_0LE---_0RB0RE; .<A1010101010(1010).; 131; 42
1RB0LC_1RC0RA_1LA0LD_0LE---_0RE1LC; .<A101(01)10001(01).; 96; 32
1RB0LC_1RC0RA_1LA0LD_1RA1LE_---1LB; .<A1010(1010).; 66; 24
1RB0LC_1RC0RA_1LA0LD_1RD0RE_1RC---; .<A101(010101010101)101.; 244; 82
1RB0LC_1RC0RA_1LA1LD_1LE---_0LB0RE; .<A10101010101010(1010).; 171; 52
1RB0LC_1RC0RA_1LA1LD_1LE0RB_0LA---; .<A01101(001101).; 81; 29
1RB0LC_1RC0RA_1LD---_---0LE_1LA0RE; .<A1010(1010).; 60; 22
1RB0LC_1RC0RA_1LD---_1LA0LE_1LA0RD; .<A1010(1010).; 60; 22
1RB0LC_1RC0RA_1LD0RA_0LA0LE_---1LD; .<A0101(00101).; 48; 18
1RB0LC_1RC0RA_1LD0RA_0LA1LE_---0RA; .<A0101(00101).; 60; 22
1RB0LC_1RC0RA_1LD0RA_1LE0LA_1LA---; .<A111001(001001001001001001).; 396; 130
1RB0LC_1RC0RA_1LD0RA_1LE0LA_1LB---; .<A0101001(001001001001001001).; 401; 130
1RB0LC_1RC0RA_1LD0RB_---0LE_0LA1LB; .<A0010001(00010001).; 135; 47
1RB0LC_1RC0RA_1LD0RB_0LA1LE_---0LC; .<A01011(001011).; 57; 21
1RB0LC_1RC0RA_1LD0RE_0LA1LB_1RB---; .<A0101(00101).; 60; 22
1RB0LC_1RC0RA_1LD0RE_0LA1LD_---1RB; .<A0111(00111).; 48; 18
1RB0LC_1RC0RA_1LD0RE_1LB0LD_1LA---; .11010(11101110)A>.; 125; 46
1RB0LC_1RC0RA_1LD0LB_---0LE_1LA0LE; .<A10(1010)01.; 46; 18
1RB0LC_1RC0RA_1LD0LE_1LA0LD_---0RB; .<A10(10101010)01.; 110; 40
1RB0LC_1RC0RA_1LD1RE_0LA1LB_0LB---; .<A0101(00101).; 66; 24
1RB0LC_1RC0RA_1LD1RE_0LA1LD_---0LB; .<A0111(00111).; 54; 20
1RB0LC_1RC0RA_1LD1RE_0LE0LA_0LB---; .<A0101001(001001001001001001).; 507; 160
1RB0LC_1RC0RA_1LD1RE_1LB0LD_0RA---; .11010(11101110)A>.; 103; 38
1RB0LC_1RC0RA_1LD1LB_---0LE_1LA1RB; .<A1010(1010).; 60; 22
1RB0LC_1RC0RA_1LD1LE_0LA1LB_---1RB; .<A0101(00101).; 66; 24
1RB0LC_1RC0RB_0RD1LD_0LE0RA_1LA---; .<A101010(101010).; 93; 33
1RB0LC_1RC0RB_1LA0LD_1LE0RE_0RA---; .<A10001(01010101).; 151; 55
1RB0LC_1RC0RB_1LD0RA_1LE0LC_1RA---; .010(1010)B>.; 47; 18
1RB0LC_1RC0RB_1LD0RE_1LA1LA_---0RA; .<A11011(011011).; 57; 21
1RB0LC_1RC0RB_1LD1RE_1LA1LA_---0RA; .<A11011(011011).; 57; 21
1RB0LC_1RC0RB_1LD1LE_1LA0LA_---1LA; .<A110(110110)01(011011).; 255; 92
1RB0LC_1RC0RB_1LD1LE_1LA0LD_---1RB; .<A1(101101)001(0101).; 154; 54
1RB0LC_1RC0RC_1LA1RD_1LA0RE_1RB---; .<A1011(01011).; 66; 24
1RB0LC_1RC0RC_1LD0RA_0LE0RB_0LA---; .<A0010001(00010001).; 96; 34
1RB0LC_1RC0RC_1LD1RA_0LA0LE_---1LD; .<A0101(010101).; 74; 26
1RB0LC_1RC0RD_0LC1LD_0RE1LA_1RA---; .<A110(00110).; 51; 19
1RB0LC_1RC0RD_1LA0RC_1RE0LC_---0RA; .<A1010(1010).; 60; 22
1RB0LC_1RC0RD_1LA0LB_1RE---_1LA0RB; .<A10101(010101).; 93; 33
1RB0LC_1RC0RD_1LA0LB_1RE0RA_---0RC; .<A10101(010101).; 81; 29
1RB0LC_1RC0RD_1LA0LC_0RE1RB_1LC---; .<A1001(001001).; 78; 28
1RB0LC_1RC0RD_1LA0LC_1RE---_0RB0RA; .<A10(101010101010)01(0101).; 310; 108
1RB0LC_1RC0RD_1LA0LC_1RE---_1RC0RC; .<A101001001(001001).; 118; 36
1RB0LC_1RC0RD_1LA0LC_1LA1RE_0RB---; .<A100(0)1(0101).; 60; 24
1RB0LC_1RC0RD_1LA1RC_1RB1RE_0RC---; .<A101(0101010101)1.; 156; 58
1RB0LC_1RC0RD_1LA1RC_1RE---_0RA0RA; .<A101(01010101)1.; 108; 38
1RB0LC_1RC0RD_1LA1RC_1RE---_0RB0RA; .<A101(010101010101)1.; 204; 68
1RB0LC_1RC0RD_1LA1RC_1RE---_0LC0RA; .<A101010101(0101).; 96; 28
1RB0LC_1RC0RD_1LA1RC_1RE---_1LA0RA; .<A101010101(0101).; 90; 26
1RB0LC_1RC0RD_1LA1RC_1LA1RE_---0RA; .<A1011(01011).; 66; 24
1RB0LC_1RC0RD_1LA1RD_1LA1RE_---0RA; .<A1011(01011).; 66; 24
1RB0LC_1RC0RD_1LA1LB_0RA1LE_1LD---; .<A101(1101010101)01.; 209; 77
1RB0LC_1RC0RD_1LD0RA_1LE0LA_1RA---; .(110110110)A>.; 112; 41
1RB0LC_1RC0RD_1LD0RA_1LE0LA_1LA---; .<A111001(001001001).; 138; 51
1RB0LC_1RC0RD_1LD0RA_1LE0LA_1LB---; .<A0101001(001001001).; 135; 45
1RB0LC_1RC0RE_0LD0RB_1LA1RD_1RB---; .<A1001001010(01001010)101(00100101).; 541; 184
1RB0LC_1RC0RE_0LD0RD_0LE1LC_1RA---; .1111101111101(111101)A>.; 232; 65
1RB0LC_1RC0RE_0LD0LB_1LA1RD_0RA---; .<A10010010010(010010010)101.; 258; 84
1RB0LC_1RC0RE_1RD0RB_1LD0LA_1RC---; .1101(1101)0(10)B>.; 145; 58
1RB0LC_1RC0RE_1RD0LD_1LE---_0RA1LA; .<A110011(00110011).; 123; 43
1RB0LC_1RC0RE_1RD1LC_0LD1LA_0RA---; .<A101(1101010101)010.; 227; 83
1RB0LC_1RC0RE_1LA0RD_1LE0RA_1RD---; .<A1010(1010).; 60; 22
1RB0LC_1RC0RE_1LA0LD_0RA0LB_1RA---; .11(1)00101101(101)A>.; 232; 64
1RB0LC_1RC0RE_1LA0LD_0RB0RA_1RD---; .<A101(010101010101)1.; 210; 70
1RB0LC_1RC0RE_1LA0LD_1RC0RB_1RD---; .<A10101(010101).; 93; 33
1RB0LC_1RC0RE_1LA0LD_1RC0LA_0RA---; .<A1010101(010101010101010101010101)101010101.; 1087; 359
1RB0LC_1RC0RE_1LA1RD_0RE---_1RA1RC; .<A10101(0101010101).; 220; 78
1RB0LC_1RC0RE_1LA1RD_1LA0RA_1RD---; .<A101010101(0101).; 90; 26
1RB0LC_1RC0RE_1LA1LD_0LC1LC_0RA---; .<A101(1101010101)01.; 149; 55
1RB0LC_1RC0RE_1LA1LD_0LC1LD_0RA---; .<A101(1101010101)01.; 149; 55
1RB0LC_1RC0RE_1LA1LD_1LC---_0RC0RA; .<A11101(011101).; 75; 27
1RB0LC_1RC0RE_1LA1LD_1LE1LC_0RA---; .<A101(1101010101)01.; 171; 63
1RB0LC_1RC0RE_1LA1LD_1LE1LD_0RA---; .<A101(1101010101)01.; 171; 63
1RB0LC_1RC0RE_1LD0RA_---1LE_1LA1RC; .<A1110(1110).; 54; 20
1RB0LC_1RC0RE_1LD0RA_0LA1LC_0RD---; .<A0101(00101).; 66; 24
1RB0LC_1RC0RE_1LD0RA_0LA1LC_1RB---; .<A0101(00101).; 60; 22
1RB0LC_1RC0RE_1LD0RA_0LB1LA_---0RC; .<A111011(101110111011).; 198; 68
1RB0LC_1RC0RE_1LD0RA_1LE0LA_1LB---; .<A0101001(001001001).; 107; 37
1RB0LC_1RC0RE_1LD0RB_---0LE_1LA1RC; .<A1011(0101).; 52; 20
1RB0LC_1RC0RE_1LD0RB_0LA1LA_1RB---; .<A01011(001011).; 57; 21
1RB0LC_1RC0RE_1LD0RB_1LA0LD_1LB---; .<A1001(0101).; 46; 18
1RB0LC_1RC0RE_1LD0RC_1LA1RD_---0RA; .<A11011(011011011)1.; 141; 50
1RB0LC_1RC0RE_1LD0LB_0LA0LC_0RA---; .<A010010010(010010010)10101.; 288; 94
1RB0LC_1RC0RE_1LD0LB_0LA1LD_0RA---; .<A01001001(001)100101(101).; 224; 80
1RB0LC_1RC0RE_1LD0LB_1LA0LD_1RB---; .<A10(1010)01.; 46; 18
1RB0LC_1RC0RE_1LD0LB_1LA1LC_---0RA; .<A11011011011(011011011011)111111.; 391; 129
1RB0LC_1RC0RE_1LD0LB_1LE0LA_1RA---; .<A0101001(001001001).; 115; 41
1RB0LC_1RC0RE_1LD1RD_1LA0LA_---0RA; .<A110(110110110110)01.; 221; 77
1RB0LC_1RC0RE_1LD1RD_1LA1RA_---0RD; .<A1101(01)1(0111).; 99; 37
1RB0LC_1RC0RE_1LD1RD_1LA1RC_---0RA; .<A11011(011011011)1.; 147; 52
1RB0LC_1RC0RE_1LD1RD_1LA1RD_---0RA; .<A11011(011011011)1.; 147; 52
1RB0LC_1RC0RE_1LD1LD_1LA1RD_---1RA; .<A11011011011(011011011)1.; 233; 80
1RB0LC_1RC0LB_1LD1RE_0LE0LA_0RA---; .<A010001(00010001).; 138; 48
1RB0LC_1RC0LB_1LD1RE_1RB0LA_0RA---; .<A010001(00010001).; 132; 46
1RB0LC_1RC0LB_1LD1RE_1RB0LA_0RD---; .<A010001(00010001).; 132; 46
1RB0LC_1RC0LC_0LD0RD_1RA0LE_---1LA; .111011(1011)B>.; 70; 22
1RB0LC_1RC0LC_1LA1RD_0RE---_1RA1RC; .<A10101(0101010101).; 228; 82
1RB0LC_1RC0LD_0RD1LB_0LE0RA_1LA---; .<A1001010(01010).; 84; 31
1RB0LC_1RC0LD_1LA0RB_1RE1LD_---0RA; .<A1010001010101(010101).; 173; 54
1RB0LC_1RC0LD_1LB0RB_1LA0LE_1RA---; .<B101010101(0101).; 85; 26
1RB0LC_1RC0LD_1LB0RE_1LB0LD_1RA---; .(11011101)A>.; 88; 38
1RB0LC_1RC0LD_1LD0RA_0LE0LA_0LB---; .<A0101001(001001001001).; 191; 70
1RB0LC_1RC0LD_1LD0RA_0LE0LA_1LB---; .0110110(110110)A>.; 111; 39
1RB0LC_1RC0LD_1LD0RA_1LE0LA_1LB---; .<A0101001(001001001001).; 197; 72
1RB0LC_1RC0LD_1LD0RE_1LB0LD_1RA---; .(11011101)A>.; 88; 38
1RB0LC_1RC0LE_1LA0RD_0RB---_0LB1LB; .<A101001001(001001).; 165; 53
1RB0LC_1RC0LE_1LA0RD_0RB---_1LA1LB; .<A101001(001001).; 101; 33
1RB0LC_1RC0LE_1LD0RA_---1LE_1LA1LB; .<A10111010101(0101010101010101).; 848; 330
1RB0LC_1RC1RA_1LA0LD_0LB0LE_---0RB; .<A101001(01010101).; 144; 57
1RB0LC_1RC1RA_1LD0RA_1LE0LA_1LA---; .<A111001(001001001001001).; 338; 113
1RB0LC_1RC1RA_1LD0RA_1LE0LA_1LB---; .<A0101001(001001001001001001001).; 539; 168
1RB0LC_1RC1RB_0RD0LD_1LE0RB_1LA---; .11(0111)1111110011001(10011001)B>.; 442; 162
1RB0LC_1RC1RB_1RD0LE_1LA0RA_---0LD; .001110(1110)A>.; 120; 42
1RB0LC_1RC1RB_1LA0RD_1LC0RE_---0RA; .<A1(111111)011101111.; 265; 101
1RB0LC_1RC1RD_1LA0LB_1RE---_0RA0RD; .<A10101(00010101).; 129; 45
1RB0LC_1RC1RD_1LA0LC_0RE0RA_1RD---; .<A1001(01001).; 48; 18
1RB0LC_1RC1RD_1LA1RC_0RD1RE_---0RA; .<A1011(01011).; 60; 22
1RB0LC_1RC1RD_1LA1LB_0RE0LA_0RA---; .<A10001(00010001).; 105; 37
1RB0LC_1RC1RD_1LA1LB_0RE0LA_1RA---; .<A10001(00010001).; 93; 33
1RB0LC_1RC1RD_1LA1LC_---0RE_1RE0RA; .<A1101(01101).; 48; 18
1RB0LC_1RC1RD_1LA1LC_1RE0RD_---0RA; .<A1101(01101).; 48; 18
1RB0LC_1RC1RE_0LD---_1LA1LD_0RA0RB; .<A1110(01110).; 48; 18
1RB0LC_1RC1RE_0LD0RB_0LA1LD_0RA---; .<A0110(00110).; 48; 18
1RB0LC_1RC1RE_1RD0RB_1LD0LA_0LC---; .1101(1101)0(10)B>.; 149; 60
1RB0LC_1RC1RE_1LA0LD_0RE1LA_0RB---; .<A101001011010101(01010101).; 426; 132
1RB0LC_1RC1RE_1LA0LD_0LC0RE_0RA---; .<A10001(010001).; 63; 23
1RB0LC_1RC1RE_1LA0LD_1LE0RE_0RA---; .<A10001(010001).; 75; 27
1RB0LC_1RC1RE_1LA1RD_0RA---_0RC---; .<A1010(01010).; 72; 26
1RB0LC_1RC1RE_1LA1RD_1LA0RA_0RC---; .<A1011(01011).; 60; 22
1RB0LC_1RC1RE_1LA1LD_0RB0LA_1RD---; .<A1001001(001001).; 171; 54
1RB0LC_1RC1RE_1LD---_0RD1LA_1LE0RA; .<A11011(011011).; 81; 29
1RB0LC_1RC1RE_1LD---_1RB1LA_1LE0RA; .<A11011(011011).; 75; 27
1RB0LC_1RC1RE_1LD---_1LA1LE_0LE0RA; .<A1101(01101).; 66; 24
1RB0LC_1RC1RE_1LD0RA_0LA1LC_0LC---; .<A0101(00101).; 66; 24
1RB0LC_1RC1RE_1LD0RA_1LA0LD_0RB---; .<A1001(01001).; 48; 18
1RB0LC_1RC1RE_1LD0RA_1LA1LC_---0RB; .<A1101(01101).; 60; 22
1RB0LC_1RC1RE_1LD0RB_0LA1LD_---0RA; .<A0111(00111).; 48; 18
1RB0LC_1RC1RE_1LD0RE_1LB1LA_---0RA; .<A110011011(0110011011).; 228; 80
1RB0LC_1RC1RE_1LD0LC_1LA0LD_0RA---; .<A1001(001001).; 54; 20
1RB0LC_1RC1RE_1LD1RE_1LA0LD_0RA---; .<A1001(00010001).; 98; 36
1RB0LC_1RC1RE_1LD1LC_1LA0LA_---0RB; .<A11001(11111111).; 123; 48
1RB0LC_1RC1RE_1LD1LE_1LA0LD_0RA---; .<A1001(001001).; 60; 22
1RB0LC_1RC1LA_0RD---_1LE0RE_0LB1RD; .<A101101101(101101).; 175; 59
1RB0LC_1RC1LB_1LA0RD_1RE0RB_---0RB; .<A10101(01010101).; 141; 52
1RB0LC_1RC1LB_1LA0RD_1RE0LB_---0RB; .<A10101(0101).; 73; 28
1RB0LC_1RC1LB_1LD0RB_---0LE_1LA0LB; .<A10101(010101010101).; 241; 86
1RB0LC_1RC1LB_1LD0RB_---0LE_1LA1LA; .<A101(0101).; 49; 20
1RB0LC_1RC1LD_1LD0RA_1LE0LA_1LB---; .<A0101001(001001001001001).; 287; 98
1RB0LC_1RC1LE_1RD0RA_0LB---_0LD0LA; .<A01010010(010010010010010).; 381; 128
1RB0LC_1LA---_0LD0LC_1RD0RE_1LB1RA; .<C0000(0)11001(1).; 79; 24
1RB0LC_1LA---_1LD0RC_1RE0LB_1RA0RD; .10101(0101)1A>.; 82; 34
1RB0LC_1LA---_1LD0RC_1RE0LB_1RB0RD; .10101(0101)1B>.; 66; 26
1RB0LC_1LA---_1LD0RC_1RE0LC_1RA0RD; .10101(0101)1A>.; 82; 34
